finish_task_switch <-- schedule
_raw_spin_unlock_irq <-- finish_task_switch
hrtimer_cancel <-- do_nanosleep
hrtimer_try_to_cancel <-- hrtimer_cancel
lock_hrtimer_base <-- hrtimer_try_to_cancel
_raw_spin_lock_irqsave <-- lock_hrtimer_base
_raw_spin_unlock_irqrestore <-- hrtimer_try_to_cancel
destroy_hrtimer_on_stack <-- hrtimer_nanosleep
_raw_spin_lock_irqsave <-- debug_object_free
_raw_spin_unlock_irqrestore <-- debug_object_free
_raw_spin_lock_irqsave <-- free_object
_raw_spin_unlock_irqrestore <-- free_object
sys_clock_gettime <-- syscall_call
posix_ktime_get_ts <-- sys_clock_gettime
ktime_get_ts <-- posix_ktime_get_ts
read_hpet <-- ktime_get_ts
set_normalized_timespec <-- ktime_get_ts
copy_to_user <-- sys_clock_gettime
might_fault <-- copy_to_user
__might_sleep <-- might_fault
smp_apic_timer_interrupt <-- apic_timer_interrupt
native_apic_mem_write <-- smp_apic_timer_interrupt
irq_enter <-- smp_apic_timer_interrupt
rcu_irq_enter <-- irq_enter
idle_cpu <-- irq_enter
hrtimer_interrupt <-- smp_apic_timer_interrupt
ktime_get <-- hrtimer_interrupt
read_hpet <-- ktime_get
_raw_spin_lock <-- hrtimer_interrupt
__run_hrtimer <-- hrtimer_interrupt
_raw_spin_lock_irqsave <-- debug_object_deactivate
_raw_spin_unlock_irqrestore <-- debug_object_deactivate
__remove_hrtimer <-- __run_hrtimer
_raw_spin_unlock <-- __run_hrtimer
tick_sched_timer <-- __run_hrtimer
ktime_get <-- tick_sched_timer
read_hpet <-- ktime_get
tick_do_update_jiffies64 <-- tick_sched_timer
_raw_spin_lock <-- tick_do_update_jiffies64
do_timer <-- tick_do_update_jiffies64
update_wall_time <-- do_timer
read_hpet <-- update_wall_time
calc_global_load <-- do_timer
_raw_spin_unlock <-- tick_do_update_jiffies64
update_process_times <-- tick_sched_timer
account_process_tick <-- update_process_times
account_user_time <-- account_process_tick
cpuacct_update_stats <-- account_user_time
__rcu_read_lock <-- cpuacct_update_stats
__rcu_read_unlock <-- cpuacct_update_stats
acct_update_integrals <-- account_user_time
jiffies_to_timeval <-- acct_update_integrals
run_local_timers <-- update_process_times
hrtimer_run_queues <-- run_local_timers
raise_softirq <-- run_local_timers
rcu_check_callbacks <-- update_process_times
__rcu_pending <-- rcu_check_callbacks
__rcu_pending <-- rcu_check_callbacks
__rcu_pending <-- rcu_check_callbacks
printk_tick <-- update_process_times
scheduler_tick <-- update_process_times
ktime_get <-- sched_clock_tick
read_hpet <-- ktime_get
_raw_spin_lock <-- scheduler_tick
update_cpu_load <-- scheduler_tick
sched_avg_update <-- update_cpu_load
task_tick_dl <-- scheduler_tick
update_curr_dl <-- task_tick_dl
effective_cbs <-- update_curr_dl
on_dl_rq <-- update_curr_dl
cpuacct_charge <-- update_curr_dl
__rcu_read_lock <-- cpuacct_charge
__rcu_read_unlock <-- cpuacct_charge
dl_runtime_exceeded <-- update_curr_dl
dl_time_before <-- dl_runtime_exceeded
_raw_spin_unlock <-- scheduler_tick
_raw_spin_lock <-- perf_ctx_adjust_freq
_raw_spin_unlock <-- perf_ctx_adjust_freq
run_posix_cpu_timers <-- update_process_times
profile_tick <-- tick_sched_timer
hrtimer_forward <-- tick_sched_timer
ktime_add_safe <-- hrtimer_forward
ktime_add_safe <-- hrtimer_forward
_raw_spin_lock <-- __run_hrtimer
enqueue_hrtimer <-- __run_hrtimer
_raw_spin_lock_irqsave <-- debug_object_activate
_raw_spin_unlock_irqrestore <-- debug_object_activate
_raw_spin_unlock <-- hrtimer_interrupt
tick_program_event <-- hrtimer_interrupt
tick_dev_program_event <-- tick_program_event
ktime_get <-- tick_dev_program_event
read_hpet <-- ktime_get
clockevents_program_event <-- tick_dev_program_event
lapic_next_event <-- clockevents_program_event
native_apic_mem_write <-- lapic_next_event
irq_exit <-- smp_apic_timer_interrupt
do_softirq <-- irq_exit
__do_softirq <-- do_softirq
__local_bh_disable <-- __do_softirq
run_timer_softirq <-- __do_softirq
hrtimer_run_pending <-- run_timer_softirq
_raw_spin_lock_irq <-- run_timer_softirq
_raw_spin_unlock_irq <-- run_timer_softirq
rcu_bh_qs <-- __do_softirq
_local_bh_enable <-- __do_softirq
rcu_irq_exit <-- irq_exit
idle_cpu <-- irq_exit
smp_apic_timer_interrupt <-- apic_timer_interrupt
native_apic_mem_write <-- smp_apic_timer_interrupt
irq_enter <-- smp_apic_timer_interrupt
rcu_irq_enter <-- irq_enter
idle_cpu <-- irq_enter
hrtimer_interrupt <-- smp_apic_timer_interrupt
ktime_get <-- hrtimer_interrupt
read_hpet <-- ktime_get
_raw_spin_lock <-- hrtimer_interrupt
__run_hrtimer <-- hrtimer_interrupt
_raw_spin_lock_irqsave <-- debug_object_deactivate
_raw_spin_unlock_irqrestore <-- debug_object_deactivate
__remove_hrtimer <-- __run_hrtimer
_raw_spin_unlock <-- __run_hrtimer
tick_sched_timer <-- __run_hrtimer
ktime_get <-- tick_sched_timer
read_hpet <-- ktime_get
tick_do_update_jiffies64 <-- tick_sched_timer
_raw_spin_lock <-- tick_do_update_jiffies64
do_timer <-- tick_do_update_jiffies64
update_wall_time <-- do_timer
read_hpet <-- update_wall_time
calc_global_load <-- do_timer
_raw_spin_unlock <-- tick_do_update_jiffies64
update_process_times <-- tick_sched_timer
account_process_tick <-- update_process_times
account_user_time <-- account_process_tick
cpuacct_update_stats <-- account_user_time
__rcu_read_lock <-- cpuacct_update_stats
__rcu_read_unlock <-- cpuacct_update_stats
acct_update_integrals <-- account_user_time
jiffies_to_timeval <-- acct_update_integrals
run_local_timers <-- update_process_times
hrtimer_run_queues <-- run_local_timers
raise_softirq <-- run_local_timers
rcu_check_callbacks <-- update_process_times
__rcu_pending <-- rcu_check_callbacks
__rcu_pending <-- rcu_check_callbacks
__rcu_pending <-- rcu_check_callbacks
raise_softirq <-- rcu_check_callbacks
printk_tick <-- update_process_times
scheduler_tick <-- update_process_times
ktime_get <-- sched_clock_tick
read_hpet <-- ktime_get
_raw_spin_lock <-- scheduler_tick
update_cpu_load <-- scheduler_tick
sched_avg_update <-- update_cpu_load
task_tick_dl <-- scheduler_tick
update_curr_dl <-- task_tick_dl
effective_cbs <-- update_curr_dl
on_dl_rq <-- update_curr_dl
cpuacct_charge <-- update_curr_dl
__rcu_read_lock <-- cpuacct_charge
__rcu_read_unlock <-- cpuacct_charge
dl_runtime_exceeded <-- update_curr_dl
dl_time_before <-- dl_runtime_exceeded
_raw_spin_unlock <-- scheduler_tick
_raw_spin_lock <-- perf_ctx_adjust_freq
_raw_spin_unlock <-- perf_ctx_adjust_freq
run_posix_cpu_timers <-- update_process_times
profile_tick <-- tick_sched_timer
hrtimer_forward <-- tick_sched_timer
ktime_add_safe <-- hrtimer_forward
ktime_add_safe <-- hrtimer_forward
_raw_spin_lock <-- __run_hrtimer
enqueue_hrtimer <-- __run_hrtimer
_raw_spin_lock_irqsave <-- debug_object_activate
_raw_spin_unlock_irqrestore <-- debug_object_activate
_raw_spin_unlock <-- hrtimer_interrupt
tick_program_event <-- hrtimer_interrupt
tick_dev_program_event <-- tick_program_event
ktime_get <-- tick_dev_program_event
read_hpet <-- ktime_get
clockevents_program_event <-- tick_dev_program_event
lapic_next_event <-- clockevents_program_event
native_apic_mem_write <-- lapic_next_event
irq_exit <-- smp_apic_timer_interrupt
do_softirq <-- irq_exit
__do_softirq <-- do_softirq
__local_bh_disable <-- __do_softirq
run_timer_softirq <-- __do_softirq
hrtimer_run_pending <-- run_timer_softirq
_raw_spin_lock_irq <-- run_timer_softirq
_raw_spin_unlock_irq <-- run_timer_softirq
rcu_bh_qs <-- __do_softirq
rcu_process_callbacks <-- __do_softirq
__rcu_process_callbacks <-- rcu_process_callbacks
force_quiescent_state <-- __rcu_process_callbacks
rcu_process_gp_end <-- __rcu_process_callbacks
check_for_new_grace_period <-- __rcu_process_callbacks
__rcu_process_callbacks <-- rcu_process_callbacks
force_quiescent_state <-- __rcu_process_callbacks
rcu_process_gp_end <-- __rcu_process_callbacks
check_for_new_grace_period <-- __rcu_process_callbacks
__rcu_process_callbacks <-- rcu_process_callbacks
force_quiescent_state <-- __rcu_process_callbacks
_raw_spin_trylock <-- force_quiescent_state
_raw_spin_lock <-- force_quiescent_state
_raw_spin_unlock <-- force_quiescent_state
force_qs_rnp <-- force_quiescent_state
_raw_spin_lock_irqsave <-- force_qs_rnp
_raw_spin_unlock_irqrestore <-- force_qs_rnp
_raw_spin_lock <-- force_quiescent_state
_raw_spin_unlock <-- force_quiescent_state
_raw_spin_unlock_irqrestore <-- force_quiescent_state
rcu_process_gp_end <-- __rcu_process_callbacks
check_for_new_grace_period <-- __rcu_process_callbacks
rcu_bh_qs <-- __do_softirq
_local_bh_enable <-- __do_softirq
rcu_irq_exit <-- irq_exit
idle_cpu <-- irq_exit
smp_apic_timer_interrupt <-- apic_timer_interrupt
native_apic_mem_write <-- smp_apic_timer_interrupt
irq_enter <-- smp_apic_timer_interrupt
rcu_irq_enter <-- irq_enter
idle_cpu <-- irq_enter
hrtimer_interrupt <-- smp_apic_timer_interrupt
ktime_get <-- hrtimer_interrupt
read_hpet <-- ktime_get
_raw_spin_lock <-- hrtimer_interrupt
__run_hrtimer <-- hrtimer_interrupt
_raw_spin_lock_irqsave <-- debug_object_deactivate
_raw_spin_unlock_irqrestore <-- debug_object_deactivate
__remove_hrtimer <-- __run_hrtimer
_raw_spin_unlock <-- __run_hrtimer
tick_sched_timer <-- __run_hrtimer
ktime_get <-- tick_sched_timer
read_hpet <-- ktime_get
tick_do_update_jiffies64 <-- tick_sched_timer
_raw_spin_lock <-- tick_do_update_jiffies64
do_timer <-- tick_do_update_jiffies64
update_wall_time <-- do_timer
read_hpet <-- update_wall_time
calc_global_load <-- do_timer
_raw_spin_unlock <-- tick_do_update_jiffies64
update_process_times <-- tick_sched_timer
account_process_tick <-- update_process_times
account_user_time <-- account_process_tick
cpuacct_update_stats <-- account_user_time
__rcu_read_lock <-- cpuacct_update_stats
__rcu_read_unlock <-- cpuacct_update_stats
acct_update_integrals <-- account_user_time
jiffies_to_timeval <-- acct_update_integrals
run_local_timers <-- update_process_times
hrtimer_run_queues <-- run_local_timers
raise_softirq <-- run_local_timers
rcu_check_callbacks <-- update_process_times
__rcu_pending <-- rcu_check_callbacks
__rcu_pending <-- rcu_check_callbacks
__rcu_pending <-- rcu_check_callbacks
printk_tick <-- update_process_times
scheduler_tick <-- update_process_times
ktime_get <-- sched_clock_tick
read_hpet <-- ktime_get
_raw_spin_lock <-- scheduler_tick
update_cpu_load <-- scheduler_tick
sched_avg_update <-- update_cpu_load
task_tick_dl <-- scheduler_tick
update_curr_dl <-- task_tick_dl
effective_cbs <-- update_curr_dl
on_dl_rq <-- update_curr_dl
cpuacct_charge <-- update_curr_dl
__rcu_read_lock <-- cpuacct_charge
__rcu_read_unlock <-- cpuacct_charge
dl_runtime_exceeded <-- update_curr_dl
dl_time_before <-- dl_runtime_exceeded
_raw_spin_unlock <-- scheduler_tick
_raw_spin_lock <-- perf_ctx_adjust_freq
_raw_spin_unlock <-- perf_ctx_adjust_freq
run_posix_cpu_timers <-- update_process_times
profile_tick <-- tick_sched_timer
hrtimer_forward <-- tick_sched_timer
ktime_add_safe <-- hrtimer_forward
ktime_add_safe <-- hrtimer_forward
_raw_spin_lock <-- __run_hrtimer
enqueue_hrtimer <-- __run_hrtimer
_raw_spin_lock_irqsave <-- debug_object_activate
_raw_spin_unlock_irqrestore <-- debug_object_activate
_raw_spin_unlock <-- hrtimer_interrupt
tick_program_event <-- hrtimer_interrupt
tick_dev_program_event <-- tick_program_event
ktime_get <-- tick_dev_program_event
read_hpet <-- ktime_get
clockevents_program_event <-- tick_dev_program_event
lapic_next_event <-- clockevents_program_event
native_apic_mem_write <-- lapic_next_event
irq_exit <-- smp_apic_timer_interrupt
do_softirq <-- irq_exit
__do_softirq <-- do_softirq
__local_bh_disable <-- __do_softirq
run_timer_softirq <-- __do_softirq
hrtimer_run_pending <-- run_timer_softirq
_raw_spin_lock_irq <-- run_timer_softirq
_raw_spin_unlock_irq <-- run_timer_softirq
rcu_bh_qs <-- __do_softirq
_local_bh_enable <-- __do_softirq
rcu_irq_exit <-- irq_exit
idle_cpu <-- irq_exit
smp_apic_timer_interrupt <-- apic_timer_interrupt
native_apic_mem_write <-- smp_apic_timer_interrupt
irq_enter <-- smp_apic_timer_interrupt
rcu_irq_enter <-- irq_enter
idle_cpu <-- irq_enter
hrtimer_interrupt <-- smp_apic_timer_interrupt
ktime_get <-- hrtimer_interrupt
read_hpet <-- ktime_get
_raw_spin_lock <-- hrtimer_interrupt
__run_hrtimer <-- hrtimer_interrupt
_raw_spin_lock_irqsave <-- debug_object_deactivate
_raw_spin_unlock_irqrestore <-- debug_object_deactivate
__remove_hrtimer <-- __run_hrtimer
_raw_spin_unlock <-- __run_hrtimer
tick_sched_timer <-- __run_hrtimer
ktime_get <-- tick_sched_timer
read_hpet <-- ktime_get
tick_do_update_jiffies64 <-- tick_sched_timer
_raw_spin_lock <-- tick_do_update_jiffies64
do_timer <-- tick_do_update_jiffies64
update_wall_time <-- do_timer
read_hpet <-- update_wall_time
calc_global_load <-- do_timer
_raw_spin_unlock <-- tick_do_update_jiffies64
update_process_times <-- tick_sched_timer
account_process_tick <-- update_process_times
account_user_time <-- account_process_tick
cpuacct_update_stats <-- account_user_time
__rcu_read_lock <-- cpuacct_update_stats
__rcu_read_unlock <-- cpuacct_update_stats
acct_update_integrals <-- account_user_time
jiffies_to_timeval <-- acct_update_integrals
run_local_timers <-- update_process_times
hrtimer_run_queues <-- run_local_timers
raise_softirq <-- run_local_timers
rcu_check_callbacks <-- update_process_times
__rcu_pending <-- rcu_check_callbacks
__rcu_pending <-- rcu_check_callbacks
__rcu_pending <-- rcu_check_callbacks
printk_tick <-- update_process_times
scheduler_tick <-- update_process_times
ktime_get <-- sched_clock_tick
read_hpet <-- ktime_get
_raw_spin_lock <-- scheduler_tick
update_cpu_load <-- scheduler_tick
sched_avg_update <-- update_cpu_load
task_tick_dl <-- scheduler_tick
update_curr_dl <-- task_tick_dl
effective_cbs <-- update_curr_dl
on_dl_rq <-- update_curr_dl
cpuacct_charge <-- update_curr_dl
__rcu_read_lock <-- cpuacct_charge
__rcu_read_unlock <-- cpuacct_charge
dl_runtime_exceeded <-- update_curr_dl
dl_time_before <-- dl_runtime_exceeded
_raw_spin_unlock <-- scheduler_tick
_raw_spin_lock <-- perf_ctx_adjust_freq
_raw_spin_unlock <-- perf_ctx_adjust_freq
run_posix_cpu_timers <-- update_process_times
profile_tick <-- tick_sched_timer
hrtimer_forward <-- tick_sched_timer
ktime_add_safe <-- hrtimer_forward
ktime_add_safe <-- hrtimer_forward
_raw_spin_lock <-- __run_hrtimer
enqueue_hrtimer <-- __run_hrtimer
_raw_spin_lock_irqsave <-- debug_object_activate
_raw_spin_unlock_irqrestore <-- debug_object_activate
_raw_spin_unlock <-- hrtimer_interrupt
tick_program_event <-- hrtimer_interrupt
tick_dev_program_event <-- tick_program_event
ktime_get <-- tick_dev_program_event
read_hpet <-- ktime_get
clockevents_program_event <-- tick_dev_program_event
lapic_next_event <-- clockevents_program_event
native_apic_mem_write <-- lapic_next_event
irq_exit <-- smp_apic_timer_interrupt
do_softirq <-- irq_exit
__do_softirq <-- do_softirq
__local_bh_disable <-- __do_softirq
run_timer_softirq <-- __do_softirq
hrtimer_run_pending <-- run_timer_softirq
_raw_spin_lock_irq <-- run_timer_softirq
_raw_spin_unlock_irq <-- run_timer_softirq
rcu_bh_qs <-- __do_softirq
_local_bh_enable <-- __do_softirq
rcu_irq_exit <-- irq_exit
idle_cpu <-- irq_exit
smp_apic_timer_interrupt <-- apic_timer_interrupt
native_apic_mem_write <-- smp_apic_timer_interrupt
irq_enter <-- smp_apic_timer_interrupt
rcu_irq_enter <-- irq_enter
idle_cpu <-- irq_enter
hrtimer_interrupt <-- smp_apic_timer_interrupt
ktime_get <-- hrtimer_interrupt
read_hpet <-- ktime_get
_raw_spin_lock <-- hrtimer_interrupt
__run_hrtimer <-- hrtimer_interrupt
_raw_spin_lock_irqsave <-- debug_object_deactivate
_raw_spin_unlock_irqrestore <-- debug_object_deactivate
__remove_hrtimer <-- __run_hrtimer
_raw_spin_unlock <-- __run_hrtimer
tick_sched_timer <-- __run_hrtimer
ktime_get <-- tick_sched_timer
read_hpet <-- ktime_get
tick_do_update_jiffies64 <-- tick_sched_timer
_raw_spin_lock <-- tick_do_update_jiffies64
do_timer <-- tick_do_update_jiffies64
update_wall_time <-- do_timer
read_hpet <-- update_wall_time
calc_global_load <-- do_timer
_raw_spin_unlock <-- tick_do_update_jiffies64
update_process_times <-- tick_sched_timer
account_process_tick <-- update_process_times
account_user_time <-- account_process_tick
cpuacct_update_stats <-- account_user_time
__rcu_read_lock <-- cpuacct_update_stats
__rcu_read_unlock <-- cpuacct_update_stats
acct_update_integrals <-- account_user_time
jiffies_to_timeval <-- acct_update_integrals
run_local_timers <-- update_process_times
hrtimer_run_queues <-- run_local_timers
raise_softirq <-- run_local_timers
rcu_check_callbacks <-- update_process_times
__rcu_pending <-- rcu_check_callbacks
__rcu_pending <-- rcu_check_callbacks
__rcu_pending <-- rcu_check_callbacks
printk_tick <-- update_process_times
scheduler_tick <-- update_process_times
ktime_get <-- sched_clock_tick
read_hpet <-- ktime_get
_raw_spin_lock <-- scheduler_tick
update_cpu_load <-- scheduler_tick
sched_avg_update <-- update_cpu_load
task_tick_dl <-- scheduler_tick
update_curr_dl <-- task_tick_dl
effective_cbs <-- update_curr_dl
on_dl_rq <-- update_curr_dl
cpuacct_charge <-- update_curr_dl
__rcu_read_lock <-- cpuacct_charge
__rcu_read_unlock <-- cpuacct_charge
dl_runtime_exceeded <-- update_curr_dl
dl_time_before <-- dl_runtime_exceeded
_raw_spin_unlock <-- scheduler_tick
_raw_spin_lock <-- perf_ctx_adjust_freq
_raw_spin_unlock <-- perf_ctx_adjust_freq
run_posix_cpu_timers <-- update_process_times
profile_tick <-- tick_sched_timer
hrtimer_forward <-- tick_sched_timer
ktime_add_safe <-- hrtimer_forward
ktime_add_safe <-- hrtimer_forward
_raw_spin_lock <-- __run_hrtimer
enqueue_hrtimer <-- __run_hrtimer
_raw_spin_lock_irqsave <-- debug_object_activate
_raw_spin_unlock_irqrestore <-- debug_object_activate
_raw_spin_unlock <-- hrtimer_interrupt
tick_program_event <-- hrtimer_interrupt
tick_dev_program_event <-- tick_program_event
ktime_get <-- tick_dev_program_event
read_hpet <-- ktime_get
clockevents_program_event <-- tick_dev_program_event
lapic_next_event <-- clockevents_program_event
native_apic_mem_write <-- lapic_next_event
irq_exit <-- smp_apic_timer_interrupt
do_softirq <-- irq_exit
__do_softirq <-- do_softirq
__local_bh_disable <-- __do_softirq
run_timer_softirq <-- __do_softirq
hrtimer_run_pending <-- run_timer_softirq
_raw_spin_lock_irq <-- run_timer_softirq
_raw_spin_unlock_irq <-- run_timer_softirq
rcu_bh_qs <-- __do_softirq
_local_bh_enable <-- __do_softirq
rcu_irq_exit <-- irq_exit
idle_cpu <-- irq_exit
smp_apic_timer_interrupt <-- apic_timer_interrupt
native_apic_mem_write <-- smp_apic_timer_interrupt
irq_enter <-- smp_apic_timer_interrupt
rcu_irq_enter <-- irq_enter
idle_cpu <-- irq_enter
hrtimer_interrupt <-- smp_apic_timer_interrupt
ktime_get <-- hrtimer_interrupt
read_hpet <-- ktime_get
_raw_spin_lock <-- hrtimer_interrupt
__run_hrtimer <-- hrtimer_interrupt
_raw_spin_lock_irqsave <-- debug_object_deactivate
_raw_spin_unlock_irqrestore <-- debug_object_deactivate
__remove_hrtimer <-- __run_hrtimer
_raw_spin_unlock <-- __run_hrtimer
tick_sched_timer <-- __run_hrtimer
ktime_get <-- tick_sched_timer
read_hpet <-- ktime_get
tick_do_update_jiffies64 <-- tick_sched_timer
_raw_spin_lock <-- tick_do_update_jiffies64
do_timer <-- tick_do_update_jiffies64
update_wall_time <-- do_timer
read_hpet <-- update_wall_time
calc_global_load <-- do_timer
_raw_spin_unlock <-- tick_do_update_jiffies64
update_process_times <-- tick_sched_timer
account_process_tick <-- update_process_times
account_user_time <-- account_process_tick
cpuacct_update_stats <-- account_user_time
__rcu_read_lock <-- cpuacct_update_stats
